y_true,prob_1,repeat,client
1,0.5816326530612245,000,federated (aggregate)
0,0.5612244897959183,000,federated (aggregate)
0,0.6020408163265306,000,federated (aggregate)
0,0.5612244897959183,000,federated (aggregate)
1,0.5816326530612245,000,federated (aggregate)
0,0.5204081632653061,000,federated (aggregate)
1,0.5204081632653061,000,federated (aggregate)
1,0.5510204081632653,000,federated (aggregate)
1,0.6020408163265306,000,federated (aggregate)
1,0.6632653061224489,000,federated (aggregate)
1,0.6326530612244898,000,federated (aggregate)
1,0.6632653061224489,000,federated (aggregate)
1,0.6836734693877551,000,federated (aggregate)
0,0.6224489795918368,000,federated (aggregate)
0,0.5204081632653061,000,federated (aggregate)
0,0.5102040816326531,000,federated (aggregate)
0,0.4693877551020408,000,federated (aggregate)
1,0.6224489795918368,000,federated (aggregate)
0,0.5306122448979592,000,federated (aggregate)
1,0.5816326530612245,000,federated (aggregate)
0,0.5816326530612245,000,federated (aggregate)
0,0.5612244897959183,000,federated (aggregate)
0,0.5408163265306123,000,federated (aggregate)
1,0.673469387755102,000,federated (aggregate)
0,0.5102040816326531,000,federated (aggregate)
1,0.5408163265306123,000,federated (aggregate)
1,0.5816326530612245,000,federated (aggregate)
1,0.6428571428571429,000,federated (aggregate)
0,0.5612244897959183,000,federated (aggregate)
0,0.6632653061224489,000,federated (aggregate)
1,0.6632653061224489,000,federated (aggregate)
1,0.6224489795918368,000,federated (aggregate)
1,0.6020408163265306,000,federated (aggregate)
1,0.6530612244897959,000,federated (aggregate)
1,0.5816326530612245,000,federated (aggregate)
0,0.5918367346938775,000,federated (aggregate)
1,0.6428571428571429,000,federated (aggregate)
1,0.6020408163265306,000,federated (aggregate)
0,0.4693877551020408,000,federated (aggregate)
1,0.7040816326530612,000,federated (aggregate)
1,0.7346938775510204,000,federated (aggregate)
0,0.3571428571428571,000,federated (aggregate)
0,0.3877551020408163,000,federated (aggregate)
0,0.3775510204081632,000,federated (aggregate)
1,0.673469387755102,000,federated (aggregate)
0,0.4387755102040816,000,federated (aggregate)
0,0.4693877551020408,000,federated (aggregate)
0,0.4693877551020408,000,federated (aggregate)
0,0.4897959183673469,000,federated (aggregate)
1,0.7244897959183674,000,federated (aggregate)
1,0.7755102040816326,000,federated (aggregate)
0,0.3775510204081632,000,federated (aggregate)
0,0.3775510204081632,000,federated (aggregate)
0,0.3061224489795918,000,federated (aggregate)
1,0.7346938775510204,000,federated (aggregate)
1,0.7653061224489796,000,federated (aggregate)
1,0.7142857142857143,000,federated (aggregate)
0,0.5612244897959183,000,federated (aggregate)
1,0.6224489795918368,000,federated (aggregate)
0,0.4591836734693877,000,federated (aggregate)
1,0.7959183673469388,000,federated (aggregate)
1,0.7040816326530612,000,federated (aggregate)
1,0.6224489795918368,000,federated (aggregate)
0,0.3979591836734694,000,federated (aggregate)
0,0.3979591836734694,000,federated (aggregate)
0,0.336734693877551,000,federated (aggregate)
0,0.3979591836734694,000,federated (aggregate)
1,0.7346938775510204,000,federated (aggregate)
0,0.4897959183673469,000,federated (aggregate)
1,0.6938775510204082,000,federated (aggregate)
1,0.7244897959183674,000,federated (aggregate)
1,0.7755102040816326,000,federated (aggregate)
0,0.5306122448979592,000,federated (aggregate)
1,0.7551020408163265,000,federated (aggregate)
1,0.5714285714285714,000,federated (aggregate)
1,0.6224489795918368,000,federated (aggregate)
1,0.7142857142857143,000,federated (aggregate)
0,0.3877551020408163,000,federated (aggregate)
0,0.4795918367346938,000,federated (aggregate)
1,0.7755102040816326,000,federated (aggregate)
0,0.5204081632653061,000,federated (aggregate)
0,0.4897959183673469,000,federated (aggregate)
0,0.4897959183673469,000,federated (aggregate)
0,0.4795918367346938,000,federated (aggregate)
0,0.3877551020408163,000,federated (aggregate)
1,0.6632653061224489,000,federated (aggregate)
0,0.5102040816326531,000,federated (aggregate)
1,0.8163265306122449,000,federated (aggregate)
0,0.4183673469387755,000,federated (aggregate)
0,0.5204081632653061,000,federated (aggregate)
1,0.7448979591836735,000,federated (aggregate)
1,0.7448979591836735,000,federated (aggregate)
1,0.8571428571428571,000,federated (aggregate)
0,0.4795918367346938,000,federated (aggregate)
0,0.4591836734693877,000,federated (aggregate)
1,0.7857142857142857,000,federated (aggregate)
1,0.7959183673469388,000,federated (aggregate)
0,0.6122448979591837,000,federated (aggregate)
1,0.7551020408163265,000,federated (aggregate)
0,0.4387755102040816,000,federated (aggregate)
1,0.7346938775510204,000,federated (aggregate)
1,0.5102040816326531,000,federated (aggregate)
1,0.6224489795918368,000,federated (aggregate)
1,0.6836734693877551,000,federated (aggregate)
0,0.4693877551020408,000,federated (aggregate)
1,0.7448979591836735,000,federated (aggregate)
1,0.7755102040816326,000,federated (aggregate)
1,0.7653061224489796,000,federated (aggregate)
0,0.4795918367346938,000,federated (aggregate)
1,0.7244897959183674,000,federated (aggregate)
0,0.6020408163265306,000,federated (aggregate)
1,0.7040816326530612,000,PRJEB10878
0,0.5204081632653061,000,PRJEB10878
1,0.673469387755102,000,PRJEB10878
0,0.6632653061224489,000,PRJEB10878
1,0.7040816326530612,000,PRJEB10878
0,0.5102040816326531,000,PRJEB10878
1,0.6836734693877551,000,PRJEB10878
0,0.5918367346938775,000,PRJEB10878
1,0.6938775510204082,000,PRJEB10878
0,0.5510204081632653,000,PRJEB10878
1,0.7040816326530612,000,PRJEB10878
0,0.6632653061224489,000,PRJEB10878
0,0.6020408163265306,000,PRJEB10878
1,0.6836734693877551,000,PRJEB10878
0,0.5714285714285714,000,PRJEB10878
1,0.7244897959183674,000,PRJEB10878
0,0.5714285714285714,000,PRJEB10878
1,0.6530612244897959,000,PRJEB10878
0,0.5102040816326531,000,PRJEB10878
0,0.5918367346938775,000,PRJEB10878
0,0.5306122448979592,000,PRJEB10878
1,0.7142857142857143,000,PRJEB10878
0,0.7142857142857143,000,PRJEB10878
1,0.7346938775510204,000,PRJEB10878
1,0.6326530612244898,000,PRJEB10878
1,0.7551020408163265,000,PRJEB10878
1,0.6020408163265306,000,PRJEB6070
0,0.6530612244897959,000,PRJEB6070
0,0.6020408163265306,000,PRJEB6070
1,0.5918367346938775,000,PRJEB6070
1,0.6428571428571429,000,PRJEB6070
1,0.6530612244897959,000,PRJEB6070
1,0.5306122448979592,000,PRJEB6070
0,0.5,000,PRJEB6070
1,0.6122448979591837,000,PRJEB6070
1,0.6122448979591837,000,PRJEB6070
1,0.4591836734693877,000,PRJEB6070
1,0.7142857142857143,000,PRJEB6070
0,0.6122448979591837,000,PRJEB6070
1,0.7142857142857143,000,PRJEB6070
0,0.4897959183673469,000,PRJEB6070
1,0.6938775510204082,000,PRJEB6070
0,0.4795918367346938,000,PRJEB6070
0,0.5816326530612245,000,PRJEB6070
0,0.6428571428571429,000,PRJEB6070
0,0.5612244897959183,000,PRJEB6070
1,0.7040816326530612,000,PRJEB6070
0,0.6122448979591837,000,PRJEB6070
1,0.6632653061224489,000,PRJEB6070
0,0.6836734693877551,000,PRJEB6070
0,0.5102040816326531,000,PRJEB6070
0,0.5714285714285714,000,PRJEB6070
1,0.6020408163265306,000,PRJEB6070
1,0.6020408163265306,000,PRJEB6070
1,0.5918367346938775,000,PRJEB6070
0,0.5612244897959183,000,PRJEB6070
1,0.6938775510204082,000,PRJEB6070
0,0.6020408163265306,000,PRJEB6070
0,0.6224489795918368,000,PRJEB6070
1,0.5816326530612245,000,PRJEB6070
0,0.5612244897959183,000,PRJEB6070
0,0.6020408163265306,000,PRJEB6070
0,0.5612244897959183,000,PRJEB6070
1,0.5816326530612245,000,PRJEB6070
0,0.5204081632653061,000,PRJEB6070
1,0.5204081632653061,000,PRJEB6070
1,0.5510204081632653,000,PRJEB7774
1,0.6020408163265306,000,PRJEB7774
1,0.6632653061224489,000,PRJEB7774
1,0.6326530612244898,000,PRJEB7774
1,0.6632653061224489,000,PRJEB7774
1,0.6836734693877551,000,PRJEB7774
0,0.6224489795918368,000,PRJEB7774
0,0.5204081632653061,000,PRJEB7774
0,0.5102040816326531,000,PRJEB7774
0,0.4693877551020408,000,PRJEB7774
1,0.6224489795918368,000,PRJEB7774
0,0.5306122448979592,000,PRJEB7774
1,0.5816326530612245,000,PRJEB7774
0,0.5816326530612245,000,PRJEB7774
0,0.5612244897959183,000,PRJEB7774
0,0.5408163265306123,000,PRJEB7774
1,0.673469387755102,000,PRJEB7774
0,0.5102040816326531,000,PRJEB7774
1,0.5408163265306123,000,PRJEB7774
1,0.5816326530612245,000,PRJEB7774
1,0.6428571428571429,000,PRJEB7774
0,0.5612244897959183,000,PRJEB7774
0,0.6632653061224489,000,PRJEB7774
1,0.6632653061224489,000,PRJEB7774
1,0.6224489795918368,000,PRJEB7774
1,0.6020408163265306,000,PRJEB7774
1,0.6530612244897959,000,PRJEB7774
1,0.5816326530612245,000,PRJEB7774
0,0.5918367346938775,000,PRJEB7774
1,0.6428571428571429,000,PRJEB7774
1,0.6020408163265306,000,PRJEB7774
0,0.4693877551020408,000,PRJEB7774
1,0.7040816326530612,000,PRJNA429097
1,0.7346938775510204,000,PRJNA429097
0,0.3571428571428571,000,PRJNA429097
0,0.3877551020408163,000,PRJNA429097
0,0.3775510204081632,000,PRJNA429097
1,0.673469387755102,000,PRJNA429097
0,0.4387755102040816,000,PRJNA429097
0,0.4693877551020408,000,PRJNA429097
0,0.4693877551020408,000,PRJNA429097
0,0.4897959183673469,000,PRJNA429097
1,0.7244897959183674,000,PRJNA429097
1,0.7755102040816326,000,PRJNA429097
0,0.3775510204081632,000,PRJNA429097
0,0.3775510204081632,000,PRJNA429097
0,0.3061224489795918,000,PRJNA429097
1,0.7346938775510204,000,PRJNA429097
1,0.7653061224489796,000,PRJNA429097
1,0.7142857142857143,000,PRJNA429097
0,0.5612244897959183,000,PRJNA429097
1,0.6224489795918368,000,PRJNA429097
0,0.4591836734693877,000,PRJNA429097
1,0.7959183673469388,000,PRJNA429097
1,0.7040816326530612,000,PRJNA429097
1,0.6224489795918368,000,PRJNA429097
0,0.3979591836734694,000,PRJNA429097
0,0.3979591836734694,000,PRJNA429097
0,0.336734693877551,000,PRJNA429097
0,0.3979591836734694,000,PRJNA429097
1,0.7346938775510204,000,PRJNA429097
0,0.4897959183673469,000,PRJNA429097
1,0.6938775510204082,000,PRJNA429097
1,0.7244897959183674,000,PRJNA429097
1,0.7755102040816326,000,PRJNA429097
0,0.5306122448979592,000,PRJNA429097
1,0.7551020408163265,000,PRJNA429097
1,0.5714285714285714,000,PRJNA429097
1,0.6224489795918368,000,PRJNA429097
1,0.7142857142857143,000,PRJNA429097
0,0.3877551020408163,000,PRJNA429097
0,0.4795918367346938,000,PRJNA731589
1,0.7755102040816326,000,PRJNA731589
0,0.5204081632653061,000,PRJNA731589
0,0.4897959183673469,000,PRJNA731589
0,0.4897959183673469,000,PRJNA731589
0,0.4795918367346938,000,PRJNA731589
0,0.3877551020408163,000,PRJNA731589
1,0.6632653061224489,000,PRJNA731589
0,0.5102040816326531,000,PRJNA731589
1,0.8163265306122449,000,PRJNA731589
0,0.4183673469387755,000,PRJNA731589
0,0.5204081632653061,000,PRJNA731589
1,0.7448979591836735,000,PRJNA731589
1,0.7448979591836735,000,PRJNA731589
1,0.8571428571428571,000,PRJNA731589
0,0.4795918367346938,000,PRJNA731589
0,0.4591836734693877,000,PRJNA731589
1,0.7857142857142857,000,PRJNA731589
1,0.7959183673469388,000,PRJNA731589
0,0.6122448979591837,000,PRJNA731589
1,0.7551020408163265,000,PRJNA731589
0,0.4387755102040816,000,PRJNA731589
1,0.7346938775510204,000,PRJNA731589
1,0.5102040816326531,000,PRJNA731589
1,0.6224489795918368,000,PRJNA731589
1,0.6836734693877551,000,PRJNA731589
0,0.4693877551020408,000,PRJNA731589
1,0.7448979591836735,000,PRJNA731589
1,0.7755102040816326,000,PRJNA731589
1,0.7653061224489796,000,PRJNA731589
0,0.4795918367346938,000,PRJNA731589
1,0.7244897959183674,000,PRJNA731589
0,0.6020408163265306,000,PRJNA731589
0,0.24,001,centralized
1,0.77,001,centralized
1,0.89,001,centralized
1,0.69,001,centralized
1,0.81,001,centralized
1,0.78,001,centralized
1,0.73,001,centralized
1,0.71,001,centralized
0,0.39,001,centralized
1,0.71,001,centralized
0,0.59,001,centralized
1,0.83,001,centralized
0,0.55,001,centralized
1,0.77,001,centralized
0,0.37,001,centralized
1,0.81,001,centralized
1,0.74,001,centralized
0,0.42,001,centralized
0,0.52,001,centralized
0,0.32,001,centralized
0,0.51,001,centralized
0,0.38,001,centralized
0,0.87,001,centralized
1,0.67,001,centralized
0,0.36,001,centralized
1,0.72,001,centralized
0,0.39,001,centralized
1,0.79,001,centralized
1,0.59,001,centralized
0,0.45,001,centralized
1,0.42,001,centralized
0,0.42,001,centralized
0,0.29,001,centralized
1,0.61,001,centralized
1,0.8,001,centralized
1,0.65,001,centralized
1,0.67,001,centralized
0,0.36,001,centralized
0,0.27,001,centralized
0,0.47,001,centralized
1,0.74,001,centralized
1,0.75,001,centralized
1,0.76,001,centralized
1,0.72,001,centralized
0,0.34,001,centralized
1,0.73,001,centralized
0,0.23,001,centralized
1,0.65,001,centralized
0,0.49,001,centralized
0,0.5,001,centralized
0,0.22,001,centralized
0,0.39,001,centralized
1,0.84,001,centralized
0,0.42,001,centralized
1,0.57,001,centralized
1,0.77,001,centralized
1,0.57,001,centralized
1,0.78,001,centralized
0,0.43,001,centralized
0,0.27,001,centralized
0,0.48,001,centralized
0,0.51,001,centralized
1,0.82,001,centralized
1,0.64,001,centralized
1,0.61,001,centralized
1,0.46,001,centralized
1,0.9,001,centralized
1,0.62,001,centralized
0,0.28,001,centralized
1,0.74,001,centralized
1,0.69,001,centralized
0,0.16,001,centralized
1,0.84,001,centralized
1,0.53,001,centralized
0,0.56,001,centralized
1,0.7,001,centralized
1,0.7,001,centralized
1,0.58,001,centralized
0,0.3,001,centralized
0,0.22,001,centralized
1,0.6,001,centralized
1,0.56,001,centralized
0,0.35,001,centralized
1,0.53,001,centralized
1,0.85,001,centralized
1,0.65,001,centralized
0,0.58,001,centralized
1,0.77,001,centralized
0,0.43,001,centralized
1,0.75,001,centralized
1,0.61,001,centralized
1,0.58,001,centralized
1,0.52,001,centralized
0,0.51,001,centralized
1,0.65,001,centralized
1,0.48,001,centralized
1,0.55,001,centralized
1,0.67,001,centralized
0,0.36,001,centralized
0,0.19,001,centralized
1,0.84,001,centralized
1,0.91,001,centralized
1,0.66,001,centralized
0,0.14,001,centralized
0,0.32,001,centralized
1,0.84,001,centralized
1,0.91,001,centralized
0,0.2,001,centralized
0,0.21,001,centralized
0,0.16,001,centralized
1,0.86,001,centralized
1,0.75,001,centralized
1,0.9,001,centralized
0,0.26,001,centralized
0,0.49,001,centralized
1,0.87,001,centralized
0,0.32,001,centralized
0,0.2,001,centralized
0,0.28,001,centralized
1,0.89,001,centralized
1,0.82,001,centralized
0,0.15,001,centralized
0,0.22,001,centralized
1,0.7,001,centralized
1,0.76,001,centralized
1,0.92,001,centralized
1,0.78,001,centralized
0,0.31,001,centralized
0,0.42,001,centralized
0,0.13,001,centralized
1,0.54,001,centralized
0,0.38,001,centralized
1,0.85,001,centralized
1,0.61,001,centralized
0,0.16,001,centralized
0,0.26,001,centralized
0,0.08,001,centralized
1,0.78,001,centralized
0,0.35,001,centralized
0,0.16,001,centralized
0,0.18,001,centralized
0,0.36,001,centralized
0,0.37,001,centralized
1,0.92,001,centralized
0,0.16,001,centralized
0,0.23,001,centralized
0,0.26,001,centralized
1,0.72,001,centralized
0,0.28,001,centralized
1,0.8,001,centralized
1,0.74,001,centralized
1,0.89,001,centralized
1,0.82,001,centralized
0,0.04,001,centralized
1,0.81,001,centralized
1,0.62,001,centralized
0,0.12,001,centralized
1,0.32,001,centralized
1,0.83,001,centralized
1,0.89,001,centralized
0,0.1,001,centralized
0,0.67,001,centralized
1,0.83,001,centralized
1,0.65,001,centralized
0,0.32,001,centralized
1,0.75,001,centralized
0,0.3,001,centralized
1,0.83,001,centralized
0,0.64,001,centralized
1,0.85,001,centralized
0,0.5102040816326531,001,federated (aggregate)
1,0.7040816326530612,001,federated (aggregate)
1,0.7653061224489796,001,federated (aggregate)
1,0.6836734693877551,001,federated (aggregate)
1,0.7448979591836735,001,federated (aggregate)
1,0.6938775510204082,001,federated (aggregate)
1,0.7244897959183674,001,federated (aggregate)
1,0.6428571428571429,001,federated (aggregate)
0,0.6428571428571429,001,federated (aggregate)
1,0.6632653061224489,001,federated (aggregate)
0,0.5918367346938775,001,federated (aggregate)
1,0.6428571428571429,001,federated (aggregate)
0,0.6020408163265306,001,federated (aggregate)
1,0.6122448979591837,001,federated (aggregate)
0,0.5510204081632653,001,federated (aggregate)
1,0.7755102040816326,001,federated (aggregate)
1,0.7040816326530612,001,federated (aggregate)
0,0.5,001,federated (aggregate)
0,0.5102040816326531,001,federated (aggregate)
0,0.5306122448979592,001,federated (aggregate)
0,0.5612244897959183,001,federated (aggregate)
0,0.5510204081632653,001,federated (aggregate)
0,0.6326530612244898,001,federated (aggregate)
1,0.673469387755102,001,federated (aggregate)
0,0.5510204081632653,001,federated (aggregate)
1,0.6530612244897959,001,federated (aggregate)
0,0.5102040816326531,001,federated (aggregate)
1,0.5918367346938775,001,federated (aggregate)
1,0.673469387755102,001,federated (aggregate)
0,0.5612244897959183,001,federated (aggregate)
1,0.5204081632653061,001,federated (aggregate)
0,0.6326530612244898,001,federated (aggregate)
0,0.5306122448979592,001,federated (aggregate)
1,0.5714285714285714,001,federated (aggregate)
1,0.6020408163265306,001,federated (aggregate)
1,0.5510204081632653,001,federated (aggregate)
1,0.5204081632653061,001,federated (aggregate)
0,0.4795918367346938,001,federated (aggregate)
0,0.5714285714285714,001,federated (aggregate)
0,0.5714285714285714,001,federated (aggregate)
1,0.6020408163265306,001,federated (aggregate)
1,0.5816326530612245,001,federated (aggregate)
1,0.673469387755102,001,federated (aggregate)
1,0.7040816326530612,001,federated (aggregate)
0,0.5510204081632653,001,federated (aggregate)
1,0.673469387755102,001,federated (aggregate)
0,0.5,001,federated (aggregate)
1,0.6632653061224489,001,federated (aggregate)
0,0.5714285714285714,001,federated (aggregate)
0,0.4795918367346938,001,federated (aggregate)
0,0.4591836734693877,001,federated (aggregate)
0,0.5612244897959183,001,federated (aggregate)
1,0.6632653061224489,001,federated (aggregate)
0,0.6020408163265306,001,federated (aggregate)
1,0.6224489795918368,001,federated (aggregate)
1,0.5918367346938775,001,federated (aggregate)
1,0.6632653061224489,001,federated (aggregate)
1,0.6020408163265306,001,federated (aggregate)
0,0.6428571428571429,001,federated (aggregate)
0,0.5102040816326531,001,federated (aggregate)
0,0.5306122448979592,001,federated (aggregate)
0,0.5918367346938775,001,federated (aggregate)
1,0.6326530612244898,001,federated (aggregate)
1,0.5714285714285714,001,federated (aggregate)
1,0.7040816326530612,001,federated (aggregate)
1,0.5816326530612245,001,federated (aggregate)
1,0.6938775510204082,001,federated (aggregate)
1,0.7040816326530612,001,federated (aggregate)
0,0.5306122448979592,001,federated (aggregate)
1,0.5306122448979592,001,federated (aggregate)
1,0.5204081632653061,001,federated (aggregate)
0,0.5408163265306123,001,federated (aggregate)
1,0.5918367346938775,001,federated (aggregate)
1,0.6632653061224489,001,federated (aggregate)
0,0.4489795918367347,001,federated (aggregate)
1,0.6836734693877551,001,federated (aggregate)
1,0.5408163265306123,001,federated (aggregate)
1,0.6326530612244898,001,federated (aggregate)
0,0.5816326530612245,001,federated (aggregate)
0,0.5918367346938775,001,federated (aggregate)
1,0.6632653061224489,001,federated (aggregate)
1,0.5816326530612245,001,federated (aggregate)
0,0.5816326530612245,001,federated (aggregate)
1,0.6224489795918368,001,federated (aggregate)
1,0.6020408163265306,001,federated (aggregate)
1,0.6326530612244898,001,federated (aggregate)
0,0.5714285714285714,001,federated (aggregate)
1,0.673469387755102,001,federated (aggregate)
0,0.5918367346938775,001,federated (aggregate)
1,0.5612244897959183,001,federated (aggregate)
1,0.6224489795918368,001,federated (aggregate)
1,0.6428571428571429,001,federated (aggregate)
1,0.5510204081632653,001,federated (aggregate)
0,0.5816326530612245,001,federated (aggregate)
1,0.6326530612244898,001,federated (aggregate)
1,0.6122448979591837,001,federated (aggregate)
1,0.6326530612244898,001,federated (aggregate)
1,0.5816326530612245,001,federated (aggregate)
0,0.4693877551020408,001,federated (aggregate)
0,0.4081632653061224,001,federated (aggregate)
1,0.7244897959183674,001,federated (aggregate)
1,0.7653061224489796,001,federated (aggregate)
1,0.5816326530612245,001,federated (aggregate)
0,0.3979591836734694,001,federated (aggregate)
0,0.4081632653061224,001,federated (aggregate)
1,0.7244897959183674,001,federated (aggregate)
1,0.7346938775510204,001,federated (aggregate)
0,0.4183673469387755,001,federated (aggregate)
0,0.3877551020408163,001,federated (aggregate)
0,0.4183673469387755,001,federated (aggregate)
1,0.7959183673469388,001,federated (aggregate)
1,0.6632653061224489,001,federated (aggregate)
1,0.7959183673469388,001,federated (aggregate)
0,0.4693877551020408,001,federated (aggregate)
0,0.4489795918367347,001,federated (aggregate)
1,0.6530612244897959,001,federated (aggregate)
0,0.5204081632653061,001,federated (aggregate)
0,0.4081632653061224,001,federated (aggregate)
